time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-05-04T23:08:18.710Z,19.3838329,-154.994339,-0.71,2.46,md,16,260,0.05043,0.35,hv,hv70116676,2018-05-05T07:10:46.712Z,"12km SW of Leilani Estates, Hawaii",earthquake,1.74,0.42,0.2,3,automatic,hv,hv
2018-05-04T23:04:17.560Z,19.3234997,-155.2030029,-0.66,3.42,ml,49,88,0.04675,0.32,hv,hv70116671,2018-05-05T07:08:14.859Z,"12km SSE of Volcano, Hawaii",earthquake,0.42,0.26,2.66,22,automatic,hv,hv
2018-05-04T23:01:41.620Z,19.3131667,-155.2098333,6.06,3.39,ml,32,95,0.03471,0.06,hv,hv70116666,2018-05-06T08:45:28.036Z,"14km SSE of Volcano, Hawaii",earthquake,0.32,0.75,0.151,20,reviewed,hv,hv
2018-05-04T22:59:42.460Z,19.3773327,-155.2926636,5.67,2.66,md,10,146,0.0138,0.09,hv,hv70116661,2018-05-05T07:02:10.032Z,"8km SW of Volcano, Hawaii",earthquake,0.98,1.03,0.2,3,automatic,hv,hv
2018-05-04T22:59:05.140Z,19.4088333,-155.3223333,4.6,2.91,ml,30,38,0.0174,0.1,hv,hv70116656,2018-05-05T07:02:14.380Z,"9km WSW of Volcano, Hawaii",earthquake,0.28,0.57,0.22,31,reviewed,hv,hv
2018-05-04T22:56:50.720Z,19.3088341,-155.2533264,3.45,2.97,md,20,107,0.03857,0.16,hv,hv70116646,2018-05-05T06:59:23.555Z,"13km S of Volcano, Hawaii",earthquake,0.57,1.58,0.04,6,automatic,hv,hv
2018-05-04T22:56:07.610Z,19.3816662,-155.2771606,1.32,2.68,md,12,180,0.006474,0.11,hv,hv70116636,2018-05-05T06:59:18.913Z,"6km SW of Volcano, Hawaii",earthquake,0.4,0.49,0.38,3,automatic,hv,hv
2018-05-04T22:55:51.370Z,19.3326667,-154.9458333,3.91,2.91,ml,10,269,0.1147,0.11,hv,hv70116641,2018-05-05T05:17:37.040Z,"15km SSW of Leilani Estates, Hawaii",earthquake,1.4,11.14,0.239,10,reviewed,hv,hv
2018-05-04T22:50:59.310Z,19.412,-155.3141667,3.72,3.57,ml,24,84,0.0144,0.08,hv,hv70116621,2018-05-05T06:53:41.974Z,"8km WSW of Volcano, Hawaii",earthquake,0.27,0.59,0.144,16,reviewed,hv,hv
2018-05-04T22:48:19.600Z,19.4145,-155.315,2.72,4.8,mb,30,113,0.0234,0.1,hv,hv70116601,2018-05-06T00:08:20.325Z,"8km WSW of Volcano, Hawaii",earthquake,0.4,0.44,,22,reviewed,hv,hv
2018-05-04T22:45:37.760Z,19.416,-155.3096667,2.92,2.87,ml,14,107,0.01304,0.04,hv,hv70116586,2018-05-05T06:48:04.664Z,"7km WSW of Volcano, Hawaii",earthquake,0.36,0.44,0.031,5,reviewed,hv,hv
2018-05-04T22:42:42.500Z,19.3103333,-155.2173333,7.74,4.64,ml,46,88,0.02976,0.11,hv,hv70116581,2018-05-05T06:45:13.274Z,"13km S of Volcano, Hawaii",earthquake,0.29,0.43,0.124,32,reviewed,hv,hv
2018-05-04T22:39:31.510Z,19.388,-155.2545,-0.05,3.99,ml,29,58,0.003899,0.1,hv,hv70116571,2018-05-05T19:20:56.586Z,"5km SSW of Volcano, Hawaii",earthquake,0.14,0.16,0.134,16,reviewed,hv,hv
2018-05-04T22:37:18.600Z,19.2728333,-155.2446667,7.91,4.61,ml,43,158,0.02068,0.1,hv,hv70116566,2018-05-05T19:36:17.988Z,"17km S of Volcano, Hawaii",earthquake,0.39,0.48,0.161,36,reviewed,hv,hv
2018-05-04T22:32:55.750Z,19.3702,-155.0321,5,6.9,mww,,76,0.051,0.85,us,us1000dyad,2018-05-06T09:08:19.435Z,"16km SW of Leilani Estates, Hawaii",earthquake,6.2,1.9,0.083,14,reviewed,us,us
2018-05-04T21:54:02.900Z,19.3773333,-155.077,6.52,3.46,ml,50,159,0.02414,0.11,hv,hv70116456,2018-05-05T05:56:42.118Z,"12km S of Fern Acres, Hawaii",earthquake,0.44,0.36,0.164,44,reviewed,hv,hv
2018-05-04T21:51:45.300Z,19.3281667,-155.0053333,12.33,3.01,ml,12,251,0.09897,0.09,hv,hv70116446,2018-05-05T05:54:20.116Z,"18km S of Leilani Estates, Hawaii",earthquake,1.94,2.37,0.124,28,reviewed,hv,hv
2018-05-04T21:43:53.780Z,19.3323333,-155.02,5.66,3.83,ml,57,205,0.08699,0.11,hv,hv70116426,2018-05-05T05:47:12.152Z,"15km SW of Leilani Estates, Hawaii",earthquake,0.45,0.35,0.124,46,reviewed,hv,hv
2018-05-04T21:41:53.640Z,19.3293333,-154.9803333,0.19,3.71,ml,36,256,0.1062,0.25,hv,hv70116421,2018-05-05T05:44:20.597Z,"16km SSW of Leilani Estates, Hawaii",earthquake,2.21,0.79,0.135,43,reviewed,hv,hv
2018-05-04T21:38:23.880Z,19.3378333,-155.0215,1.32,4.35,ml,51,205,0.08179,0.14,hv,hv70116416,2018-05-05T05:40:49.649Z,"16km SW of Leilani Estates, Hawaii",earthquake,0.68,0.66,0.148,46,reviewed,hv,hv
2018-05-04T21:36:41.230Z,47.7794,7.5522,16.68,3.1,ml,,69,0.51,1.14,us,us1000dy8q,2018-05-05T22:04:26.096Z,"3km S of Neuenburg am Rhein, Germany",earthquake,3.2,8.6,0.057,40,reviewed,us,us
2018-05-04T21:32:44.310Z,19.3418,-155.032,6.93,5.4,mww,,195,0.073,1.71,us,us1000dy8n,2018-05-05T01:24:47.088Z,"18km SW of Leilani Estates, Hawaii",earthquake,5.6,4,0.098,10,reviewed,hv,us
2018-05-04T21:23:33.170Z,19.4033337,-155.2733307,1.63,2.77,ml,17,49,0.00793,0.2,hv,hv70116386,2018-05-05T05:26:22.447Z,"4km SW of Volcano, Hawaii",earthquake,0.28,0.28,0.45,17,automatic,hv,hv
2018-05-04T21:22:59.500Z,19.3976669,-155.2718353,0.67,2.81,ml,12,92,0.002853,0.13,hv,hv70116376,2018-05-05T05:25:33.191Z,"5km SW of Volcano, Hawaii",earthquake,0.25,0.17,0.52,18,automatic,hv,hv
2018-05-04T21:22:59.110Z,19.4071674,-155.255661,10.14,2.79,ml,8,261,0.006308,0.16,hv,hv70116381,2018-05-04T21:28:39.900Z,"3km SW of Volcano, Hawaii",earthquake,2.89,2.43,0.56,18,automatic,hv,hv
2018-05-04T21:20:00.060Z,19.4058342,-155.2766724,-0.13,2.49,ml,19,45,0.007356,0.2,hv,hv70116371,2018-05-05T05:22:36.980Z,"4km SW of Volcano, Hawaii",earthquake,0.17,0.3,0.28,26,automatic,hv,hv
2018-05-04T20:26:00.090Z,39.3031667,-122.7735,12.26,3.04,ml,70,39,0.1323,0.13,nc,nc73010506,2018-05-05T16:27:44.040Z,"19km NE of Upper Lake, CA",earthquake,0.13,0.44,0.199,31,reviewed,nc,nc
2018-05-04T20:25:33.710Z,-29.8163,-71.4328,37.32,4.8,mwr,,86,0.197,1.3,us,us1000dy6n,2018-05-05T16:21:56.669Z,"17km NNW of Coquimbo, Chile",earthquake,3.9,3.8,0.034,81,reviewed,us,us
2018-05-04T19:49:32.130Z,19.4488335,-155.274826,-0.59,2.71,ml,11,249,0.02267,0.21,hv,hv70116096,2018-05-05T03:52:28.320Z,"4km WNW of Volcano, Hawaii",earthquake,0.38,0.7,0.74,5,automatic,hv,hv
2018-05-04T18:48:36.580Z,-16.374,-173.8033,143.25,4.5,mb,,56,4.568,0.65,us,us1000dy3p,2018-05-05T15:04:58.040Z,"44km S of Hihifo, Tonga",earthquake,7.1,5.5,0.046,137,reviewed,us,us
2018-05-04T16:57:09.160Z,49.6974,153.2873,201.99,4.3,mb,,161,4.391,0.8,us,us1000dy1f,2018-05-04T18:16:41.040Z,"230km WSW of Severo-Kuril'sk, Russia",earthquake,6.3,10.3,0.072,55,reviewed,us,us
2018-05-04T16:45:47.760Z,43.757,86.7432,10,4.7,mb,,138,4.369,0.76,us,us1000dy11,2018-05-04T18:09:23.040Z,"54km WSW of Changji, China",earthquake,9.5,1.5,0.11,25,reviewed,us,us
2018-05-04T16:37:45.350Z,34.6006,96.5415,10,4.7,mb,,46,9.873,1.26,us,us1000dy0s,2018-05-04T17:00:22.040Z,"182km NNW of Gyegu, China",earthquake,8,1.9,0.08,48,reviewed,us,us
2018-05-04T16:17:33.650Z,19.3211667,-154.9771667,-0.58,2.5,ml,14,230,0.1148,0.12,hv,hv70115466,2018-05-05T00:30:34.374Z,"17km SSW of Leilani Estates, Hawaii",earthquake,1.65,0.51,0.17,24,reviewed,hv,hv
2018-05-04T16:02:19.310Z,19.4546667,-154.9043333,3.62,2.53,ml,4,228,0.01336,0.02,hv,hv70115436,2018-05-04T21:07:25.244Z,"8km ESE of Leilani Estates, Hawaii",earthquake,1.58,0.43,0.183,18,reviewed,hv,hv
2018-05-04T15:44:03.760Z,19.4331667,-154.9208333,3.62,2.64,ml,5,201,0.02256,0.07,hv,hv70115361,2018-05-04T21:07:06.569Z,"3km S of Leilani Estates, Hawaii",earthquake,1,0.72,0.326,10,reviewed,hv,hv
2018-05-04T15:24:28.367Z,59.8853,-151.7541,48.9,3,ml,,,,0.53,ak,ak19311693,2018-05-04T18:24:59.040Z,"12km NNE of Anchor Point, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-05-04T15:16:56.370Z,16.2858,-98.9153,10,4.8,mb,,172,1.312,1.11,us,us1000dxxd,2018-05-04T16:26:02.413Z,"31km SW of Tecoanapa, Mexico",earthquake,10.3,2,0.087,41,reviewed,us,us
2018-05-04T14:44:29.660Z,19.4286671,-154.8388367,2.86,2.72,ml,41,276,0.06956,0.33,hv,hv70115191,2018-05-05T00:30:44.997Z,"9km ESE of Leilani Estates, Hawaii",earthquake,1.25,1.38,4.05,9,automatic,hv,hv
2018-05-04T13:53:41.870Z,55.0595,-160.9055,65.6,4.4,mb,,186,0.38,1.24,us,us1000dxwb,2018-05-05T00:12:18.289Z,"40km SW of Sand Point, Alaska",earthquake,3.4,10,0.095,32,reviewed,us,us
2018-05-04T13:35:01.280Z,19.3328342,-155.3159943,4.52,2.51,ml,8,322,0.06054,0.22,hv,hv70114971,2018-05-04T13:40:38.590Z,"13km SW of Volcano, Hawaii",earthquake,17.35,7.46,0.53,3,automatic,hv,hv
2018-05-04T11:40:53.170Z,36.8726,140.4886,10,3.9,mwr,,145,1.023,0.99,us,us1000dxum,2018-05-04T13:58:49.040Z,"17km NE of Daigo, Japan",earthquake,4.4,1.8,0.098,10,reviewed,us,us
2018-05-04T11:18:35.830Z,5.2544,127.3423,147.91,4.5,mb,,109,2.515,0.54,us,us1000dxut,2018-05-05T06:44:04.839Z,"177km SE of Pondaguitan, Philippines",earthquake,9.7,7.9,0.063,73,reviewed,us,us
2018-05-04T11:09:34.840Z,14.0344,-91.7596,66.45,4.6,mb,,167,0.491,1.07,us,us1000dxty,2018-05-04T11:46:49.040Z,"33km SSE of Champerico, Guatemala",earthquake,7.3,7.1,0.027,403,reviewed,us,us
2018-05-04T11:05:12.790Z,56.3307,-148.4875,19.85,3.9,mb,,203,2.669,0.69,us,us1000dxtu,2018-05-04T15:28:05.040Z,"287km ESE of Kodiak, Alaska",earthquake,8.5,9.2,0.361,2,reviewed,us,us
2018-05-04T10:43:53.850Z,39.7949,74.5789,62.25,4.4,mb,,176,1.952,0.77,us,us1000dxsq,2018-05-04T15:06:33.040Z,"112km ESE of Gul'cha, Kyrgyzstan",earthquake,8.6,4.5,0.24,5,reviewed,us,us
2018-05-04T08:00:37.250Z,19.4298333,-154.909,3.18,2.8,ml,7,215,0.02726,0.08,hv,hv70113951,2018-05-05T02:58:56.750Z,"4km SSE of Leilani Estates, Hawaii",earthquake,1.28,0.84,0.219,4,reviewed,hv,hv
2018-05-04T07:47:03.940Z,-23.4071,-175.1796,10,5.1,mb,,88,6.315,1.34,us,us1000dxqm,2018-05-04T08:29:56.040Z,"230km S of `Ohonua, Tonga",earthquake,11.8,1.9,0.116,24,reviewed,us,us
2018-05-04T07:40:04.060Z,-36.1891,-101.4705,10,4.6,mb,,109,18.736,0.78,us,us1000dxql,2018-05-04T08:50:03.040Z,"Southeast of Easter Island",earthquake,15.9,1.9,0.076,51,reviewed,us,us
2018-05-04T06:55:53.990Z,18.4718,-67.1716,96,2.94,md,9,277,0.0606,0.18,pr,pr2018124005,2018-05-04T09:20:49.040Z,"8km NW of Aguadilla, Puerto Rico",earthquake,1.54,0.99,0.29,8,reviewed,pr,pr
2018-05-04T06:46:36.790Z,43.8544,86.4475,32.97,4.2,mb,,159,4.151,0.82,us,us1000dxq3,2018-05-04T07:08:07.040Z,"59km SE of Shihezi, China",earthquake,11.3,4.3,0.152,12,reviewed,us,us
2018-05-04T06:14:50.580Z,19.4282,-154.8718,3.91,2.6,ml,,263,0.052,0.76,us,us1000dxpm,2018-05-05T05:19:38.632Z,"6km SE of Leilani Estates, Hawaii",earthquake,2.4,7.6,3.88,6,reviewed,hv,hv
2018-05-04T05:38:01.620Z,19.441,-154.8876667,2.99,2.67,ml,6,237,0.03253,0.12,hv,hv70113581,2018-05-05T05:19:13.088Z,"8km ESE of Leilani Estates, Hawaii",earthquake,1.34,0.76,0.175,13,reviewed,hv,hv
2018-05-04T04:39:11.820Z,19.5546,-68.0593,35,2.7,md,6,256,1.6878,0.31,pr,pr2018124004,2018-05-04T08:09:44.892Z,"113km NNE of Punta Cana, Dominican Republic",earthquake,3.25,20.16,0.12,5,reviewed,pr,pr
2018-05-04T03:44:47.510Z,19.5578,-67.6958,101,3.38,md,12,247,1.2371,0.74,pr,pr2018124003,2018-05-04T08:09:33.388Z,"131km NE of Punta Cana, Dominican Republic",earthquake,10.19,15.26,0.19,8,reviewed,pr,pr
2018-05-04T03:36:48.820Z,-24.2307,-111.6949,10,5.4,mww,,112,3.559,1.25,us,us1000dxnm,2018-05-04T03:56:07.040Z,"Easter Island region",earthquake,11.9,1.9,0.069,20,reviewed,us,us
2018-05-04T03:25:26.090Z,18.2355,-68.0733,129,2.7,md,6,191,0.9896,0.52,pr,pr2018124001,2018-05-04T08:09:01.844Z,"51km SE of Punta Cana, Dominican Republic",earthquake,6.65,3.75,0.21,5,reviewed,pr,pr
2018-05-04T02:39:09.760Z,19.6181,-65.2411,33,3.48,md,13,303,1.5567,0.27,pr,pr2018124000,2018-05-04T05:48:13.444Z,"144km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,1.83,19.77,0.12,8,reviewed,pr,pr
2018-05-04T02:24:21.000Z,36.339,-33.8207,10,4.9,mb,,93,6.785,0.88,us,us1000dxnb,2018-05-04T03:14:11.040Z,"Azores Islands region",earthquake,8.2,1.8,0.031,339,reviewed,us,us
2018-05-04T01:49:30.310Z,19.3306675,-155.0084991,3.87,2.7,ml,22,307,0.09512,0.17,hv,hv70112971,2018-05-04T01:55:08.080Z,"17km SSW of Leilani Estates, Hawaii",earthquake,1.19,1.27,0.48,3,automatic,hv,hv
2018-05-04T01:38:22.660Z,19.2975006,-154.9273376,5.94,2.8,ml,39,243,0.1537,0.3,hv,hv70112941,2018-05-04T02:02:42.040Z,"18km S of Leilani Estates, Hawaii",earthquake,0.9,0.94,2.91,18,automatic,hv,hv
2018-05-04T00:20:24.270Z,19.4386673,-154.8478394,2.22,2.46,ml,35,273,0.05649,0.31,hv,hv70112701,2018-05-04T00:40:34.256Z,"7km ESE of Leilani Estates, Hawaii",earthquake,1.5,0.98,3.81,6,automatic,hv,hv
2018-05-04T00:15:30.280Z,19.4081669,-155.2825012,-0.41,2.62,ml,11,65,0.004125,0.25,hv,hv70112686,2018-05-04T00:26:49.339Z,"5km WSW of Volcano, Hawaii",earthquake,0.18,0.76,0.93,5,automatic,hv,hv
2018-05-04T00:10:25.410Z,19.3521671,-155.0118408,1.03,2.47,ml,48,242,0.07788,0.35,hv,hv70112676,2018-05-04T08:12:59.172Z,"16km SW of Leilani Estates, Hawaii",earthquake,1.65,0.99,2.9,18,automatic,hv,hv
2018-05-03T22:42:26.360Z,-6.0262,147.2993,61.69,4.7,mb,,122,3.957,0.82,us,us1000dxkk,2018-05-04T00:13:09.985Z,"84km NNE of Lae, Papua New Guinea",earthquake,6.9,7.3,0.068,65,reviewed,us,us
2018-05-03T22:17:04.750Z,19.3448333,-155.0581667,7.6,2.65,ml,13,200,0.05658,0.05,hv,hv70112381,2018-05-04T00:55:43.555Z,"18km SW of Leilani Estates, Hawaii",earthquake,0.96,1.24,0.121,22,reviewed,hv,hv
2018-05-03T21:57:36.860Z,19.3455009,-155.0358276,-0.66,2.45,ml,44,219,0.06768,0.3,hv,hv70112326,2018-05-04T06:00:03.899Z,"18km SW of Leilani Estates, Hawaii",earthquake,0.91,0.27,2.66,11,automatic,hv,hv
2018-05-03T21:37:27.160Z,19.4343333,-154.9096667,4.48,2.67,ml,9,212,0.02284,0.1,hv,hv70112281,2018-05-04T00:18:19.070Z,"3km SSE of Leilani Estates, Hawaii",earthquake,1,1.31,0.24,11,reviewed,hv,hv
2018-05-03T21:12:10.560Z,19.3401661,-155.0339966,-0.69,2.59,ml,43,196,0.07309,0.26,hv,hv70112216,2018-05-04T05:14:43.324Z,"18km SW of Leilani Estates, Hawaii",earthquake,0.92,0.25,2.5,24,automatic,hv,hv
2018-05-03T20:55:49.700Z,19.3328333,-155.0523333,5.6,2.84,ml,10,193,0.06897,0.06,hv,hv70112176,2018-05-04T04:58:29.599Z,"20km SW of Leilani Estates, Hawaii",earthquake,0.78,2.63,0.148,39,reviewed,hv,hv
2018-05-03T20:52:27.930Z,-2.0214,139.1045,32.85,4.8,mb,,86,6.907,0.8,us,us1000dxi4,2018-05-03T21:19:58.040Z,"177km WNW of Abepura, Indonesia",earthquake,10.1,5.7,0.057,97,reviewed,us,us
2018-05-03T20:36:04.000Z,19.3303333,-155.0695,3.82,2.75,ml,10,202,0.06142,0.06,hv,hv70112136,2018-05-04T04:38:37.617Z,"20km ESE of Volcano, Hawaii",earthquake,0.61,4.08,0.13,9,reviewed,hv,hv
2018-05-03T20:30:56.500Z,19.3442,-155.0702,6.93,5,mb,,172,0.05,0.7,us,us1000dxhr,2018-05-05T12:21:37.479Z,"18km S of Fern Acres, Hawaii",earthquake,7.4,4.8,,,reviewed,hv,hv
2018-05-03T20:26:21.016Z,63.4854,-151.172,0,3.1,ml,,,,1.02,ak,ak19306386,2018-05-03T20:38:10.813Z,"111km W of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-05-03T20:03:00.400Z,-17.9056,-178.5232,610.5,4.3,mb,,173,3.265,0.63,us,us1000dxh6,2018-05-03T20:23:39.040Z,"277km SE of Lambasa, Fiji",earthquake,8.4,11.7,0.045,139,reviewed,us,us
2018-05-03T19:31:16.161Z,51.6144,-173.7847,39.7,3.7,ml,,,,0.91,ak,ak19306380,2018-05-03T19:52:06.016Z,"70km SSE of Atka, Alaska",earthquake,,10.5,,,reviewed,ak,ak
2018-05-03T19:21:13.730Z,19.6396,-66.8441,49,3.08,md,5,337,1.2021,0.06,pr,pr2018123010,2018-05-03T23:55:24.724Z,"127km N of Isabela, Puerto Rico",earthquake,2.2,6.73,0.06,3,reviewed,pr,pr
2018-05-03T18:51:30.471Z,51.7268,-179.6519,82.5,4.8,ml,,,,1.47,ak,ak19306049,2018-05-03T19:27:31.310Z,"57km ESE of Semisopochnoi Island, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2018-05-03T18:46:04.980Z,44.0806,11.8483,10,4.3,mb,,61,0.682,1,us,us1000dxeq,2018-05-04T02:54:19.657Z,"2km N of Rocca San Casciano, Italy",earthquake,2.9,1.1,0.154,12,reviewed,us,us
2018-05-03T17:37:49.390Z,-4.3979,152.0023,187.19,4.6,mb,,69,5.186,1.05,us,us1000dxcz,2018-05-03T22:14:23.040Z,"29km W of Kokopo, Papua New Guinea",earthquake,6.6,8,0.066,67,reviewed,us,us
2018-05-03T17:34:02.130Z,-20.7852,-62.9856,562.38,4.2,mb,,58,5.802,0.76,us,us1000dxcr,2018-05-03T21:40:15.040Z,"9km ESE of Carandayti, Bolivia",earthquake,15.7,8.7,0.2,7,reviewed,us,us
2018-05-03T17:17:43.010Z,35.6606,140.0688,65.45,4.4,mb,,137,1.749,0.67,us,us1000dxcj,2018-05-04T21:28:19.339Z,"4km SE of Narashino, Japan",earthquake,8.2,8.2,0.063,73,reviewed,us,us
2018-05-03T17:07:10.000Z,35.6178,140.2518,60.69,4.5,mb,,117,1.899,1.14,us,us1000dxc4,2018-05-04T14:12:49.387Z,"6km WSW of Yachimata, Japan",earthquake,6.8,7.3,0.056,94,reviewed,us,us
2018-05-03T16:58:10.574Z,60.3192,-143.0507,2.6,2.6,ml,,,,0.84,ak,ak19305984,2018-05-04T16:51:42.040Z,"35km NW of Cape Yakataga, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-05-03T16:14:34.690Z,19.447,-154.9263333,3.65,2.52,ml,8,184,0.01144,0.06,hv,hv70111406,2018-05-04T16:31:10.040Z,"2km SSW of Leilani Estates, Hawaii",earthquake,1.29,0.69,0.195,8,reviewed,hv,hv
2018-05-03T15:54:06.070Z,19.446,-154.938,3.72,2.52,ml,6,167,0.02084,0.11,hv,hv70111366,2018-05-04T16:21:53.040Z,"3km SW of Leilani Estates, Hawaii",earthquake,1.01,1.23,0.139,14,reviewed,hv,hv
2018-05-03T15:01:23.670Z,19.2178,-67.1726,46,3.22,md,14,228,0.7528,0.36,pr,pr2018123011,2018-05-04T15:50:20.040Z,"80km N of Isabela, Puerto Rico",earthquake,1.71,7.87,0.21,10,reviewed,pr,pr
2018-05-03T14:49:04.230Z,19.4231663,-154.8593292,5.48,2.46,ml,26,273,0.06317,0.3,hv,hv70111161,2018-05-03T17:02:37.040Z,"7km SE of Leilani Estates, Hawaii",earthquake,1.14,0.98,4.63,4,automatic,hv,hv
2018-05-03T14:10:21.940Z,18.6185,-66.4635,96,2.62,md,4,326,0.3978,0.29,pr,pr2018123008,2018-05-03T17:52:40.308Z,"17km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,3.94,2.32,0.07,2,reviewed,pr,pr
2018-05-03T13:18:21.925Z,60.34,-143.0294,4.6,2.5,ml,,,,0.79,ak,ak19305923,2018-05-03T17:12:44.040Z,"45km NW of Cape Yakataga, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-05-03T13:03:24.170Z,51.2184,177.9195,13,2.5,ml,,307,0.821,0.47,us,us1000dxbs,2018-05-03T17:06:54.040Z,"90km SSW of Little Sitkin Island, Alaska",earthquake,3.3,9.3,,,reviewed,us,ak
2018-05-03T12:11:24.280Z,18.4565,-67.7101,23,2.88,md,5,320,0.599,0.25,pr,pr2018123007,2018-05-03T17:46:20.892Z,"50km WNW of Rincon, Puerto Rico",earthquake,3,17.78,0.08,3,reviewed,pr,pr
2018-05-03T11:29:14.896Z,59.8901,-136.4359,0,2.6,ml,,,,0.68,ak,ak19305613,2018-05-03T11:32:50.653Z,"79km NW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-05-03T11:07:42.110Z,-49.4073,120.5046,10,4.8,mb,,131,16.645,0.56,us,us1000dwlj,2018-05-03T12:17:49.040Z,"Western Indian-Antarctic Ridge",earthquake,9.3,1.8,0.118,22,reviewed,us,us
2018-05-03T10:52:51.540Z,-26.3202,-67.9856,36.05,4.7,mb,,77,1.146,1.22,us,us1000dwl7,2018-05-03T11:13:03.040Z,"64km WSW of Antofagasta de la Sierra, Argentina",earthquake,6.8,7.2,0.042,170,reviewed,us,us
2018-05-03T10:39:58.330Z,-1.4836,137.9651,39.74,4.9,mb,,66,5.887,1.44,us,us1000dwkm,2018-05-03T10:58:58.040Z,"Near the north coast of Papua, Indonesia",earthquake,9,6.9,0.052,116,reviewed,us,us
2018-05-03T10:05:50.160Z,19.7185,-68.6533,73,3.27,md,6,269,2.3053,0.38,pr,pr2018123006,2018-05-03T13:27:01.276Z,"91km NE of Santa Barbara de Samana, Dominican Republic",earthquake,5.91,9.31,0.4,4,reviewed,pr,pr
2018-05-03T09:53:06.270Z,2.706,128.6693,235.14,4.8,mb,,109,2.32,0.85,us,us1000dwjx,2018-05-03T10:27:26.040Z,"130km NE of Tobelo, Indonesia",earthquake,7.4,6.5,0.083,45,reviewed,us,us
2018-05-03T09:22:50.010Z,19.3813333,-155.2225,1.3,3.11,ml,8,162,0.01001,0.17,hv,hv70110246,2018-05-03T19:27:04.420Z,"5km SSE of Volcano, Hawaii",earthquake,0.73,0.85,0.121,33,reviewed,hv,hv
2018-05-03T09:22:39.110Z,19.3758333,-154.8558333,9.37,3.57,ml,17,267,0.09904,0.1,hv,hv70110251,2018-05-04T00:16:38.330Z,"12km SSE of Leilani Estates, Hawaii",earthquake,0.93,0.62,0.154,41,reviewed,hv,hv
2018-05-03T08:40:44.280Z,37.2009,-97.8153,5,2.6,mb_lg,,54,0.058,0.27,us,us1000dwit,2018-05-04T06:08:06.942Z,"19km ENE of Anthony, Kansas",earthquake,1,1.8,0.063,65,reviewed,us,us
2018-05-03T08:20:07.460Z,6.0125,123.8165,541.37,4.3,mb,,97,5.733,0.49,us,us1000dwik,2018-05-03T08:37:20.040Z,"46km WSW of Palimbang, Philippines",earthquake,12.1,9.4,0.07,57,reviewed,us,us
2018-05-03T07:58:08.100Z,25.0736,63.1463,10,4.5,mb,,140,6.299,0.83,us,us1000dwih,2018-05-03T08:20:07.040Z,"38km WSW of Pasni, Pakistan",earthquake,10.6,1.9,0.082,43,reviewed,us,us
2018-05-03T07:55:30.230Z,46.5026,152.3248,65.18,4.5,mb,,164,6.59,0.53,us,us1000dwif,2018-05-03T08:12:04.040Z,"Kuril Islands",earthquake,10.5,3.8,0.053,103,reviewed,us,us
2018-05-03T06:29:52.290Z,19.7535,-67.6251,13,3.15,md,7,268,1.3848,0.44,pr,pr2018123004,2018-05-03T08:37:53.517Z,"150km NNW of San Antonio, Puerto Rico",earthquake,9.62,10.87,0.11,6,reviewed,pr,pr
2018-05-03T05:55:25.520Z,17.4001,-68.1763,19,2.53,md,5,256,1.7337,0.3,pr,pr2018123003,2018-05-03T08:37:41.221Z,"117km SSE of Boca de Yuma, Dominican Republic",earthquake,9.51,15.35,0.16,3,reviewed,pr,pr
2018-05-03T05:26:30.739Z,56.3752,-149.5455,34.9,2.9,ml,,,,0.5,ak,ak19304697,2018-05-03T05:31:59.256Z,"234km SE of Kodiak, Alaska",earthquake,,4.4,,,automatic,ak,ak
2018-05-03T03:10:02.610Z,18.1611,-67.422,4,2.78,md,11,287,0.3365,0.49,pr,pr2018123002,2018-05-03T08:37:21.813Z,"25km SW of Stella, Puerto Rico",earthquake,3.34,3.71,0.29,9,reviewed,pr,pr
2018-05-03T03:07:54.460Z,19.4203339,-154.8303375,4.6,2.69,ml,32,278,0.08109,0.31,hv,hv70109091,2018-05-03T11:10:25.458Z,"10km ESE of Leilani Estates, Hawaii",earthquake,1.2,0.82,0.53,3,automatic,hv,hv
2018-05-03T02:49:58.670Z,37.0061667,-113.8295,13.26,2.99,ml,19,105,0.1627,0.24,uu,uu60280277,2018-05-04T02:04:39.890Z,"17km SW of Santa Clara, Utah",earthquake,0.75,0.73,0.292,12,reviewed,uu,uu
2018-05-03T02:47:23.310Z,34.5341,96.8823,14.99,4.2,mb,,94,9.939,0.62,us,us1000dwel,2018-05-03T03:06:28.040Z,"170km N of Gyegu, China",earthquake,11.1,4.3,0.124,18,reviewed,us,us
2018-05-03T02:04:35.030Z,40.0081,26.8847,10,4.2,mb,,56,1.091,0.78,us,us1000dwe0,2018-05-03T02:39:02.507Z,"14km W of Can, Turkey",earthquake,2.9,2,0.153,12,reviewed,us,us
